,0,1,2,3,4,5,6,7,8,9
85,UNS:0.041096,UNS:0.045693,UNS:0.039051,UNS:0.039764,-1.0,UNS:0.045207,UNS:0.039417,UNS:0.040253,UNS:0.03976,UNS:0.041589
86,UNS:0.039116,UNS:0.039619,UNS:0.042829,UNS:0.039479,UNS:0.040962,UNS:0.040104,UNS:0.040282,-1.0,UNS:0.039044,UNS:0.04094
87,UNS:0.040673,UNS:0.10862,UNS:0.111102,-1.0,SAT:2.029723,SAT:8.226897,UNS:0.10751,UNS:0.101864,UNS:0.065501,UNS:0.114328
88,UNS:0.042564,UNS:0.040151,UNS:0.041759,UNS:0.040869,UNS:0.046527,UNS:0.039389,-1.0,UNS:0.039307,UNS:0.04132,UNS:0.041332
89,UNS:0.041032,-1.0,UNS:0.039739,UNS:0.039369,UNS:0.0408,UNS:0.03905,UNS:0.101688,UNS:0.040693,UNS:0.039595,UNS:0.039144
90,UNS:0.039563,UNS:0.052206,UNS:0.040534,-1.0,UNS:0.040181,UNS:0.039379,UNS:0.039961,UNS:0.042876,UNS:0.040508,UNS:0.040198
91,UNS:0.039322,UNS:0.040896,UNS:0.039779,UNS:0.039449,UNS:0.039652,UNS:0.040224,-1.0,UNS:0.039293,UNS:0.040178,UNS:0.039407
92,UNS:0.039523,UNS:0.111823,UNS:8.002086,UNS:0.13151,SAT:0.584101,UNS:0.097316,SAT:0.778203,UNS:0.744777,SAT:1.057119,-1.0
93,UNS:0.040346,UNS:0.041376,UNS:0.040033,-1.0,UNS:0.041119,UNS:0.042482,UNS:0.041915,UNS:0.039868,UNS:0.040543,UNS:0.039134
94,UNS:0.03938,-1.0,UNS:0.03919,UNS:0.038785,UNS:0.042717,UNS:0.041343,UNS:0.041665,UNS:0.04602,UNS:0.043745,UNS:0.039234
95,UNS:0.039098,UNS:0.041935,UNS:0.080141,UNS:0.04042,-1.0,UNS:0.039126,UNS:0.150761,UNS:0.554699,SAT:1.118572,SAT:0.607147
96,UNS:0.055641,-1.0,UNS:0.045577,UNS:18.020905,UNS:0.36531,UNS:127.032531,UNS:0.054686,UNS:0.320931,UNS:0.040034,UNS:0.440481
97,UNS:0.040117,UNS:0.779287,SAT:0.446287,UNS:0.143408,UNS:0.113819,UNS:0.046482,UNS:0.039417,-1.0,SAT:0.77784,SAT:1.113153
98,UNS:0.039906,UNS:0.039367,UNS:0.040638,UNS:0.039721,UNS:0.041701,UNS:0.039826,-1.0,UNS:0.041236,UNS:0.039992,UNS:0.039759
99,UNS:0.039899,UNS:0.04537,UNS:0.040581,UNS:0.039912,UNS:0.041488,UNS:0.039816,UNS:0.04124,UNS:0.045068,UNS:0.040746,-1.0
100,UNS:0.04626,UNS:0.105463,SAT:1.439472,UNS:0.042446,UNS:0.101339,UNS:0.154721,-1.0,UNS:0.483751,UNS:0.110688,UNS:0.040756
101,-1.0,UNS:0.067351,UNS:0.041048,UNS:0.041228,UNS:0.044137,UNS:0.040548,UNS:0.065727,UNS:0.040638,UNS:0.045205,UNS:0.039458
102,UNS:0.042831,UNS:0.045918,UNS:0.03893,UNS:0.040316,UNS:0.040314,-1.0,UNS:0.042319,UNS:0.040425,UNS:0.039793,UNS:0.03957
103,UNS:0.041264,UNS:0.041706,UNS:0.041204,UNS:0.041502,-1.0,UNS:0.043493,UNS:0.042095,UNS:0.040817,UNS:0.040479,UNS:0.040658
104,UNS:0.041844,UNS:0.039728,UNS:0.042513,UNS:0.040445,UNS:0.099569,SAT:0.458753,UNS:0.039829,UNS:0.045077,UNS:0.03902,-1.0
105,UNS:0.039123,UNS:0.039204,UNS:0.039151,UNS:0.03942,UNS:0.098393,UNS:0.041571,UNS:0.041753,UNS:0.098941,UNS:0.04019,-1.0
106,UNS:0.039345,UNS:0.041247,-1.0,UNS:0.041421,UNS:0.039382,UNS:0.042105,UNS:0.040613,UNS:0.041415,UNS:0.04132,UNS:0.048289
107,UNS:0.039432,-1.0,UNS:0.904637,UNS:0.131449,UNS:0.171168,UNS:0.10289,UNS:0.156597,UNS:0.104855,UNS:0.925421,UNS:0.047776
108,UNS:0.040389,UNS:0.039069,UNS:0.039435,UNS:0.043036,UNS:0.039064,UNS:0.03984,UNS:0.042677,UNS:0.040232,UNS:0.040186,-1.0
109,UNS:0.041217,UNS:0.040556,UNS:0.04094,UNS:0.039387,-1.0,UNS:0.040095,UNS:0.039703,UNS:0.040231,UNS:0.040122,UNS:0.108371
110,UNS:0.049639,UNS:0.040511,UNS:0.044137,UNS:0.043618,UNS:0.039607,UNS:0.133245,UNS:0.04727,UNS:0.043475,-1.0,UNS:0.03903
111,UNS:0.04582,UNS:0.098855,SAT:6.96254,SAT:8.549616,UNS:0.040003,UNS:0.040212,UNS:0.041519,-1.0,UNS:0.097288,UNS:0.081956
112,UNS:0.049836,UNS:0.082254,UNS:0.054882,-1.0,UNS:0.040224,UNS:0.04368,UNS:0.039318,UNS:0.03991,UNS:0.082736,UNS:0.040054
113,UNS:0.041952,UNS:0.054379,UNS:0.040419,UNS:0.0402,UNS:0.040138,UNS:0.041399,UNS:0.041117,UNS:0.041968,UNS:0.084278,-1.0
114,UNS:0.042053,UNS:0.041083,UNS:0.041453,UNS:0.068029,UNS:0.040239,UNS:0.040541,UNS:0.04028,-1.0,UNS:0.039997,UNS:0.040182
115,UNS:0.041044,UNS:0.043023,UNS:0.040851,UNS:0.039977,-1.0,SAT:3.69768,UNS:0.047512,UNS:0.100576,UNS:0.040311,SAT:0.536882
116,UNS:0.04199,UNS:0.040728,UNS:0.04024,UNS:0.040532,-1.0,UNS:0.040836,UNS:0.041563,UNS:0.040989,UNS:0.040683,UNS:0.100702
117,UNS:0.128543,UNS:0.039767,UNS:0.041418,UNS:0.04127,-1.0,UNS:0.040335,UNS:0.039649,UNS:0.040685,UNS:0.042609,UNS:0.040861
118,UNS:0.057969,UNS:0.039488,UNS:0.040073,UNS:0.042004,UNS:0.104623,UNS:0.048322,UNS:0.040779,UNS:0.100573,UNS:0.043401,-1.0
119,UNS:0.104303,UNS:0.0972,-1.0,UNS:0.102306,UNS:0.63481,UNS:0.102834,UNS:0.249488,SAT:0.931111,SAT:1.147237,SAT:1.37621
120,UNS:0.044788,UNS:0.040567,UNS:0.041186,UNS:0.044034,UNS:0.042613,-1.0,UNS:0.041015,UNS:0.040919,UNS:0.040738,UNS:0.043504
121,UNS:0.040086,UNS:0.04148,UNS:0.052149,UNS:0.042927,-1.0,UNS:0.142299,SAT:1.443516,UNS:0.110298,UNS:0.145169,UNS:0.123361
122,UNS:0.04643,UNS:0.042927,UNS:0.041358,UNS:0.047134,UNS:0.042277,UNS:0.040952,UNS:0.041682,-1.0,UNS:0.100972,UNS:0.079378
123,UNS:0.041977,UNS:0.040011,UNS:0.040225,UNS:0.040328,UNS:0.041246,UNS:0.044629,-1.0,UNS:0.047202,UNS:0.042096,UNS:0.043071
