,0,1,2,3,4,5,6,7,8,9
114,UNS:0.074679,UNS:0.041158,UNS:0.104651,UNS:0.042116,UNS:0.041505,UNS:0.042582,UNS:0.039433,-1.0,UNS:0.039352,UNS:0.044282
115,UNS:0.040228,UNS:0.043285,UNS:0.039479,UNS:0.112594,-1.0,UNS:0.045916,UNS:0.039474,UNS:0.039131,UNS:0.039179,SAT:0.559406
116,UNS:0.043629,UNS:0.039287,UNS:0.038039,UNS:0.038968,-1.0,UNS:0.039081,UNS:0.039712,UNS:0.052586,UNS:0.038939,UNS:0.04266
117,UNS:0.04405,UNS:0.039801,UNS:0.041351,UNS:0.038214,-1.0,UNS:0.042379,UNS:0.040144,UNS:0.077124,UNS:0.04702,UNS:0.086642
118,UNS:0.041702,UNS:0.041877,UNS:0.04361,UNS:0.040071,UNS:0.038591,UNS:0.041357,UNS:0.040599,UNS:0.038946,UNS:0.044359,-1.0
119,UNS:0.105771,UNS:0.108054,-1.0,UNS:0.103112,UNS:0.045478,UNS:0.108672,UNS:0.110726,TIMEOUT,SAT:1.664511,UNS:0.953628
120,UNS:0.04338,UNS:0.04978,UNS:0.038846,UNS:0.038583,UNS:0.038927,-1.0,UNS:0.040079,UNS:0.041971,UNS:0.037761,UNS:0.040573
121,UNS:0.039563,UNS:0.038259,UNS:0.042309,UNS:0.038635,-1.0,UNS:0.041851,UNS:0.122876,UNS:0.039188,UNS:0.038728,UNS:0.095913
122,UNS:0.038901,UNS:0.042967,UNS:0.03992,UNS:0.039784,UNS:0.039619,UNS:0.043258,UNS:0.038216,-1.0,UNS:0.040539,UNS:0.03932
123,UNS:0.045708,UNS:0.04083,UNS:0.038269,UNS:0.039313,UNS:0.039028,UNS:0.03881,-1.0,UNS:0.042352,UNS:0.070258,UNS:0.03812
124,UNS:0.040113,SAT:0.553018,UNS:0.038345,SAT:0.544474,SAT:0.575573,SAT:0.5218,UNS:0.047851,-1.0,UNS:0.098516,SAT:0.518599
125,UNS:0.039653,UNS:0.037897,UNS:0.038095,UNS:0.03781,UNS:0.039497,UNS:0.040005,UNS:0.040604,UNS:0.039033,UNS:0.038367,-1.0
126,-1.0,UNS:0.038681,UNS:0.037833,UNS:0.87954,UNS:0.038574,UNS:0.16982,UNS:0.042907,UNS:0.038556,UNS:0.055844,UNS:0.037997
127,UNS:0.038785,UNS:0.038124,UNS:0.037811,UNS:0.038609,UNS:0.038268,-1.0,UNS:0.038359,UNS:0.0382,UNS:0.038964,UNS:0.038515
128,UNS:0.038667,UNS:0.038111,UNS:0.038162,UNS:0.038371,UNS:0.038357,UNS:0.038297,UNS:0.038023,UNS:0.044124,-1.0,UNS:0.039056
129,UNS:0.038471,UNS:0.038361,UNS:0.038282,UNS:0.039803,UNS:0.040178,-1.0,UNS:0.038316,UNS:0.038595,UNS:0.037347,UNS:0.038167
130,UNS:0.042781,UNS:0.041185,UNS:0.039209,UNS:0.039064,UNS:0.038392,UNS:0.039241,-1.0,UNS:0.038737,UNS:0.039344,UNS:0.04007
131,UNS:0.037869,UNS:0.037912,UNS:0.038096,UNS:0.042876,UNS:0.037701,UNS:0.038431,-1.0,UNS:0.03739,UNS:0.040842,UNS:0.04903
132,UNS:0.042663,UNS:0.04652,UNS:0.040604,UNS:0.042905,UNS:0.03963,-1.0,UNS:0.038219,UNS:0.039555,UNS:0.038987,UNS:0.043673
133,UNS:0.039893,UNS:0.03872,SAT:0.54848,UNS:0.038185,UNS:0.039715,UNS:0.038613,UNS:0.040804,-1.0,UNS:0.040537,UNS:0.0408
134,UNS:0.056527,UNS:0.038855,UNS:0.038441,UNS:0.038147,UNS:0.038638,UNS:0.038132,UNS:0.038984,UNS:0.040762,-1.0,UNS:0.04143
135,UNS:0.04455,-1.0,UNS:0.039543,UNS:0.03824,UNS:0.04183,UNS:0.03934,UNS:0.039123,UNS:0.040815,UNS:0.040325,UNS:0.038635
136,-1.0,UNS:0.039986,UNS:0.042751,UNS:0.039146,UNS:0.038745,UNS:0.038276,UNS:0.039318,UNS:0.041112,UNS:0.039996,UNS:0.038619
137,UNS:0.039185,-1.0,UNS:0.042157,UNS:0.042013,UNS:0.038568,UNS:0.038205,UNS:0.03977,UNS:0.038103,UNS:0.05876,UNS:0.040881
138,UNS:0.040314,UNS:0.039495,UNS:0.041158,UNS:0.041109,UNS:0.040983,UNS:0.047412,-1.0,UNS:0.060548,UNS:0.043725,UNS:0.045163
139,UNS:0.046899,UNS:0.046295,UNS:0.043376,UNS:0.040109,-1.0,UNS:0.038569,UNS:0.040265,UNS:0.04208,UNS:0.038907,UNS:0.098674
140,UNS:0.038985,UNS:0.038988,UNS:0.048667,UNS:0.04123,UNS:0.039924,UNS:0.038535,-1.0,UNS:0.039735,UNS:0.040242,UNS:0.043191
141,UNS:0.043018,UNS:0.053989,UNS:0.062097,UNS:0.045578,UNS:0.046575,UNS:0.04413,UNS:0.04536,-1.0,UNS:0.045127,UNS:0.065149
