,0,1,2,3,4,5,6,7,8,9
100,UNS:0.039839,UNS:0.039405,UNS:0.038035,UNS:0.039139,UNS:0.040594,UNS:0.039124,-1.0,UNS:0.039396,UNS:0.038,UNS:0.038623
101,-1.0,UNS:0.039663,UNS:0.039221,UNS:0.041218,UNS:0.040343,UNS:0.040128,UNS:0.041469,UNS:0.040952,UNS:0.03985,UNS:0.041739
102,UNS:0.042216,UNS:0.043906,UNS:0.03946,UNS:0.042337,UNS:0.03945,-1.0,UNS:0.039873,UNS:0.038981,UNS:0.039055,UNS:0.044056
103,UNS:0.041059,UNS:0.045436,UNS:0.070044,UNS:0.040069,-1.0,UNS:0.038234,UNS:0.039713,UNS:0.039716,UNS:0.045178,UNS:0.039159
104,UNS:0.040058,UNS:0.04042,UNS:0.046495,UNS:0.050506,UNS:0.042444,SAT:0.726358,UNS:0.051609,UNS:0.053108,UNS:0.04897,-1.0
105,UNS:0.048401,UNS:0.040885,UNS:0.039771,UNS:0.047047,UNS:0.042425,UNS:0.050407,UNS:0.042347,UNS:0.048333,UNS:0.045117,-1.0
106,UNS:0.047026,UNS:0.041158,-1.0,UNS:0.045974,UNS:0.040134,UNS:0.04767,UNS:0.041575,UNS:0.038852,UNS:0.045258,UNS:0.04059
107,UNS:0.029263,-1.0,UNS:0.028083,UNS:0.037031,UNS:0.028062,UNS:0.032554,UNS:0.030413,UNS:0.053012,UNS:0.031322,UNS:0.029464
108,UNS:0.041732,UNS:0.044849,UNS:0.041756,UNS:0.051091,UNS:0.040023,UNS:0.039029,UNS:0.039911,UNS:0.039272,UNS:0.039275,-1.0
109,UNS:0.040091,UNS:0.04041,UNS:0.044042,UNS:0.042953,-1.0,UNS:0.052944,UNS:0.040148,UNS:0.040066,UNS:0.042057,UNS:0.047825
110,UNS:0.038593,UNS:0.042463,UNS:0.045285,UNS:0.043458,UNS:0.042573,UNS:0.044687,UNS:0.041315,UNS:0.048895,-1.0,UNS:0.047843
111,UNS:0.053605,UNS:0.043078,UNS:0.186228,UNS:0.040728,UNS:0.046484,UNS:0.041508,UNS:0.047517,-1.0,UNS:0.043212,UNS:0.040173
112,UNS:0.066536,UNS:0.041948,UNS:0.042051,-1.0,UNS:0.044417,UNS:0.044918,UNS:0.039711,UNS:0.038873,UNS:0.040288,UNS:0.045265
113,UNS:0.039389,UNS:0.040309,UNS:0.038855,UNS:0.060921,UNS:0.048269,UNS:0.039934,UNS:0.039688,UNS:0.040826,UNS:0.04146,-1.0
114,UNS:0.03909,UNS:0.04228,UNS:0.050599,UNS:0.040892,UNS:0.040681,UNS:0.040674,UNS:0.042916,-1.0,UNS:0.041311,UNS:0.060081
115,UNS:0.043402,UNS:0.041013,UNS:0.047997,UNS:0.040429,-1.0,UNS:0.04684,UNS:0.041466,UNS:0.039256,UNS:0.040325,SAT:0.65755
116,UNS:0.040121,UNS:0.038501,UNS:0.03922,UNS:0.04041,-1.0,UNS:0.054215,UNS:0.043546,UNS:0.042788,UNS:0.043742,UNS:0.056266
117,UNS:0.044355,UNS:0.039446,UNS:0.039295,UNS:0.03883,-1.0,UNS:0.044244,UNS:0.055006,UNS:0.038887,UNS:0.050891,UNS:0.043726
118,UNS:0.040415,UNS:0.038869,UNS:0.040782,UNS:0.043813,UNS:0.040033,UNS:0.038816,UNS:0.038347,UNS:0.042495,UNS:0.043265,-1.0
